;numTarMovMes;establecimiento;nroAut;planCuot;numCuot;cuotas;AjusteCuota1STD;moneda;importe;codPais;importeOrig;binBancoPagador;nombreComercio;TjCodBanco;numTarMov2000;planGob;token;numToken;posDataCode;visaRelease;tipoTarjeta;campoBCRA;diasPago
0;62109410012342  ;0014153050;00001414;00;00;99;   ;ARP;16.0;AR;00000000001600;988010;GARBARINO            ;000;62109410012342   ; ; ;                ;C00101B94100 ; ; ;  ;18
1;6250940500000006;0014153050;00001413;00;00;99;   ;ARP;33.0;AR;00000000003300;988010;GARBARINO            ;000;6250940500000006 ; ; ;                ;100101194100 ; ; ;  ;18
2;6250940500000006;0014153050;00001419;00;00;99;   ;ARP;33.0;AR;00000000003300;988010;GARBARINO            ;000;6250940500000006 ; ; ;                ;100101194100 ; ; ;  ;18
3;6250940500000006;0014153050;00001413;00;00;  ;   ;ARP;167.0;AR;00000000016700;988010;GARBARINO            ;000;6250940500000006 ; ; ;                ;100101194100 ; ; ;  ;18
4;6250940500000006;0014153050;00001419;00;00;  ;   ;ARP;187.0;AR;00000000018700;988010;GARBARINO            ;000;6250940500000006 ; ; ;                ;100101194100 ; ; ;  ;18
5;62109410012342  ;0014153050;00001414;00;00;  ;   ;ARP;22.0;AR;00000000002200;988010;GARBARINO            ;000;62109410012342   ; ; ;                ;C00101B94100 ; ; ;  ;18
6;6250940500000006;0041869033;00001417;00;00;  ;   ;ARP;300.1;AR;00000000030010;988010;VICTOR ANDRES PERALTA;000;6250940500000006 ; ; ;                ;C00101B94100 ; ; ;  ;18
7;8163999900966406;0041869066;00001416;00;00;  ;   ;ARP;25.0;AR;00000000002500;988010;NACHO BUS SRL        ;000;81639999009664068; ; ;                ;C00101194100 ; ; ;  ;18
8;8163999900966406;0041869124;00001415;00;00;  ;   ;ARP;110.0;AR;00000000011000;988010;OMAR ALBERTO DOGHELAR;000;81639999009664068; ; ;                ;C00101B94100 ; ; ;  ;18
9;6250940500000006;0041869124;00001418;00;00;  ;   ;ARP;60.0;AR;00000000006000;988010;OMAR ALBERTO DOGHELAR;000;6250940500000006 ; ; ;                ;100101194100 ; ; ;  ;18
10;6250940500000006;0041869066;00600007;00;00;  ;ACE;ARP;60.0;AR;00000000006000;988010;NACHO BUS SRL        ;000;6250940500000006 ; ; ;                ;100101194100 ; ;1;  ;18
11;8163999900966406;0041869066;00000027;00;00;  ;ACE;ARP;25.0;AR;00000000002500;988010;NACHO BUS SRL        ;000;81639999009664068; ; ;                ;C00101194100 ; ;1;  ;18
12;6250940500000006;0041869090;00004700;00;00;  ;ACE;ARP;300.1;AR;00000000030010;988010;CRISTINA EMILIA RUGOL;000;6250940500000006 ; ; ;                ;C00101B94100 ; ;1;  ;18
13;8163999900966406;0041869124;00070000;00;00;  ;ACE;ARP;110.0;AR;00000000011000;988010;OMAR ALBERTO DOGHELAR;000;81639999009664068; ; ;                ;C00101B94100 ; ;1;  ;18
