;NUMEST;TERMINAL;NUMTAR;TIPOMOV;FECHA;HORA;NCUPON;MONEDA;IMPORTE;CUOTAS;NROAUT;DIASDIFER;ESTRUBRO;ESTDENOM;CODOP;FECHADIFER;NUMLOTE;FECHACIERRE;CODPLAN;CODRESPU;DATADIC;MODOING;FILLER
0;004600010000019;12991992;5047813510001001   ;0220;20210803;121401;00005261;032;000000001100;12;061508;000;4511;                         ;0005;0       ;0070;20210803;0;000;                   ; ;            
1;004600010000019;12991992;5047813510001001   ;0220;20210803;121404;00005262;032;000000001100;03;009424;000;4511;                         ;0005;0       ;0070;20210803;0;000;                   ; ;            
2;004600010000019;12991992;5047813510001001   ;0220;20210803;121406;00005263;032;000000001100;06;073173;000;4511;                         ;0005;0       ;0070;20210803;0;000;                   ; ;            
3;004600010000019;12991992;5047813510001001   ;0220;20210803;121408;00005264;032;000000001100;01;042268;000;4511;                         ;0005;0       ;0070;20210803;0;000;                   ; ;            
4;004600010000019;12991992;5047813510001001   ;0220;20210803;121410;00005265;032;000000001100;01;046199;000;4511;                         ;0005;0       ;0070;20210803;0;000;                   ; ;            
5;004600010000019;12991992;5047813510001001   ;0220;20210803;121413;00005266;032;000000001100;01;070019;000;4511;                         ;0005;0       ;0070;20210803;0;000;                   ; ;            
6;004600010000019;12991992;5047813510001001   ;0220;20210803;121417;00005268;032;000000001100;01;073497;000;4511;                         ;0005;0       ;0070;20210803;0;000;                   ; ;            
7;004600010000019;12991992;5047813510001001   ;0220;20210803;121422;00005270;032;000000000001;01;013728;000;4511;                         ;0005;0       ;0070;20210803;0;000;                   ; ;            
8;004600010000019;12991992;5047813510001001   ;0225;20210803;121428;00005273;032;000000001100;01;006102;000;4511;                         ;0005;0       ;0070;20210803;0;900;                   ; ;            
9;004600010000019;12991992;5047813510001001   ;0320;20210803;121433;00005275;032;000000001100;12;039489;000;4511;                         ;6000;0       ;0070;20210803;0;000;                   ; ;            
10;004600010000019;12991992;5047813510001001   ;0320;20210803;121435;00005276;032;000000001100;01;022232;000;4511;                         ;6000;0       ;0070;20210803;0;000;                   ; ;            
11;004600010000019;12991992;5047813510001001   ;0320;20210803;121437;00005277;032;000000001100;01;029315;000;4511;                         ;6000;0       ;0070;20210803;0;000;                   ; ;            
12;004600010000019;12991992;5047813510001001   ;0320;20210803;121439;00005278;032;000000001100;01;020083;000;4511;                         ;6000;0       ;0070;20210803;0;000;                   ; ;            
