;NUMEST;TERMINAL;NUMTAR;TIPOMOV;FECHA;HORA;NCUPON;MONEDA;IMPORTE;CUOTAS;NROAUT;DIASDIFER;ESTRUBRO;ESTDENOM;CODOP;FECHADIFER;NUMLOTE;FECHACIERRE;CODPLAN;CODRESPU;DATADIC;MODOING;FILLER
0;000043333749101;12000973;6500870034343434   ;0220;20211116;103730;00000015;032;000000000200;01;199639;000;1111;                         ;0005;0       ;0002;20211116;0;000;00000000           ; ;            
1;000043333749101;12000973;6502720012121212   ;0220;20211116;103344;00000014;032;000000000100;01;751921;000;1111;                         ;0005;0       ;0002;20211116;0;000;00000000           ; ;            
2;000043333749101;12000973;6500870034343434   ;0220;20211116;104610;00000022;032;000000000100;01;094727;000;1111;                         ;0005;0       ;0003;20211116;0;000;00000000           ; ;            
3;000043333749101;12000973;6500870034343434   ;0220;20211116;104734;00000023;032;000000000200;01;495550;000;1111;                         ;0005;0       ;0003;20211116;0;000;00000000           ; ;            
4;000043333749101;12000973;6500870034343434   ;0220;20211116;104820;00000024;032;000000000300;01;057354;000;1111;                         ;0005;0       ;0003;20211116;0;000;00000000           ; ;            
5;000043333749101;12000973;6500870034343434   ;0220;20211116;104914;00000025;032;000000000400;01;626037;000;1111;                         ;0005;0       ;0003;20211116;0;000;00000000           ; ;            
6;000043333749101;12000973;6500870034343434   ;0220;20211116;104956;00000026;032;000000000500;01;799040;000;1111;                         ;0005;0       ;0003;20211116;0;000;00000000           ; ;            
7;000043333749101;12000973;6500870034343434   ;0220;20211116;105534;00000027;032;000000000600;01;912678;000;1111;                         ;0005;0       ;0003;20211116;0;000;00000000           ; ;            
8;000043333749101;12000973;6502720012121212   ;0220;20211116;103938;00000016;032;000000000100;01;615255;000;1111;                         ;0005;0       ;0003;20211116;0;000;00000000           ; ;            
9;000043333749101;12000973;6502720012121212   ;0220;20211116;104026;00000017;032;000000000200;01;484758;000;1111;                         ;0005;0       ;0003;20211116;0;000;00000000           ; ;            
10;000043333749101;12000973;6502720012121212   ;0220;20211116;104216;00000019;032;000000000400;01;663013;000;1111;                         ;0005;0       ;0003;20211116;0;000;00000000           ; ;            
11;000043333749101;12000973;6502720012121212   ;0220;20211116;104316;00000020;032;000000000500;01;603580;000;1111;                         ;0005;0       ;0003;20211116;0;000;00000000           ; ;            
