;NUMEST;TERMINAL;NUMTAR;TIPOMOV;FECHA;HORA;NCUPON;MONEDA;IMPORTE;CUOTAS;NROAUT;DIASDIFER;ESTRUBRO;ESTDENOM;CODOP;FECHADIFER;NUMLOTE;FECHACIERRE;CODPLAN;CODRESPU;DATADIC;MODOING;FILLER
0;000000046000100;12991992;5047813510001001   ;0220;20210803;121426;00005272;032;000000001100;01;006102;000;4511;                         ;0005;0       ;0000;0       ;0;000;                   ; ;            
1;004600010000019;12991992;5047813510001001   ;0225;20210803;121428;00005273;032;000000001100;01;006102;000;4511;                         ;0005;0       ;0000;0       ;0;900;                   ; ;            
2;004600010000019;12991992;5047813510001001   ;0320;20210803;121433;00005275;032;000000001100;12;039489;000;4511;                         ;6000;0       ;0000;0       ;0;000;                   ; ;            
3;004600010000019;12991992;5047813510001001   ;0320;20210803;121435;00005276;032;000000001100;01;022232;000;4511;                         ;6000;0       ;0000;0       ;0;000;                   ; ;            
4;004600010000019;12991992;5047813510001001   ;0320;20210803;121437;00005277;032;000000001100;01;029315;000;4511;                         ;6000;0       ;0000;0       ;0;000;                   ; ;            
5;004600010000019;12991992;5047813510001001   ;0320;20210803;121439;00005278;032;000000001100;01;020083;000;4511;                         ;6000;0       ;0000;0       ;0;000;                   ; ;            
6;004600010000019;12991992;5047813510001001   ;0220;20210803;121442;00005279;032;000000001100;01;004727;000;4511;                         ;0005;0       ;0000;0       ;0;000;                   ; ;            
7;004600010000019;12991992;5047813510001001   ;0200;20210803;121444;00005280;032;000000001100;01;904727;000;4511;                         ;0000;0       ;0000;0       ;0;000;                   ; ;            
8;004600010000019;12991992;5047813510001001   ;0210;20210803;121444;00005280;032;000000001100;01;904727;000;4511;                         ;0000;0       ;0000;0       ;0;400;                   ; ;            
9;004600010000019;12991992;5047813510001001   ;0320;20210803;121448;00005281;032;000000001100;01;070272;000;4511;                         ;6000;0       ;0000;0       ;0;000;                   ; ;            
10;004600010000019;12991992;5047813510001001   ;0300;20210803;121451;00005282;032;000000001100;01;970272;000;4511;                         ;0000;0       ;0000;0       ;0;000;                   ; ;            
11;004600010000019;12991992;5047813510001001   ;0310;20210803;121451;00005282;032;000000001100;01;970272;000;4511;                         ;0000;0       ;0000;0       ;0;400;                   ; ;            
12;004600010000019;12991992;5047813510001001   ;0220;20210803;121455;00005283;032;000000001100;01;085360;000;4511;                         ;0005;0       ;0000;0       ;0;000;                   ; ;            
